0.11859228	0.09216082	-0.073250875	-0.14927757
0.231646	-0.12081526	0.0027305237	0.14324974
0.27949557	-0.26527864	-0.31455153	0.27224347
0.23987144	-0.19173886	0.15414336	-0.031098897
0.19526799	-0.06753649	0.3259256	-0.23153763
0.2689514	-0.25291294	-0.32355216	0.27027997
0.26534534	-0.2374941	-0.30307135	0.25651175
0.20449552	-0.053769562	0.33889726	-0.22896637
0.18334411	-0.23141566	0.1698011	-0.19155371
0.25324887	-0.22930068	-0.20799151	0.25800055
0.23584153	-0.21333872	0.27418315	-0.23645303
0.17318885	-0.31586117	-0.18235242	0.30313867
0.18722637	-0.22007647	0.17459142	-0.21405372
0.18342376	-0.26184925	0.19107431	-0.18875352
0.22077452	-0.2510119	0.24561939	-0.21287642
0.22520716	0.026958974	0.25526035	-0.23389022
-0.026498616	-0.12580685	0.13158014	0.025042048
-0.026342247	-0.119268	0.14413133	-0.15519877
0.083295524	-0.07581371	0.124633916	0.040495567
0.250821	-0.18023841	0.13699453	0.026705293
0.2829905	-0.2833553	-0.34839478	0.29472238
0.1389645	0.039811525	0.025760245	-0.1539384
0.22445951	-0.23881374	0.22684053	-0.21600561
0.21078329	-0.24696478	0.21629125	-0.22455108
0.107338905	0.10471287	-0.12303667	-0.11590725
-0.001009476	-0.0018678099	0.0099457	0.0022753682
0.19823031	-0.24809347	0.12612517	-0.17917667
-0.005063113	-0.0061736023	-0.0066637676	0.0020887752
-0.5304863	0.41887522	0.38887575	-0.3258965
0.22911891	-0.22320335	-0.23282155	0.22371483
0.24913909	-0.23566662	-0.24167919	0.23860385
0.17345467	-0.2457393	0.15118231	-0.19520658
0.16952594	-0.22482745	0.13697045	-0.015621036
-0.38321394	-0.1701591	0.24901095	0.31544957
-0.13937958	0.1770682	-0.46923363	0.22315523
0.18658891	-0.24631721	0.16155234	-0.20426127
0.117226906	0.082117066	-0.11544214	-0.1140595
0.18932313	-0.22257037	-0.22330776	0.24760027
0.22522573	-0.26326093	0.30485424	0.119229734
0.27556536	-0.242307	-0.29523382	0.26721102
0.23593508	-0.23728393	0.24688567	-0.22357155
0.24981828	-0.23663732	-0.27707502	0.25396654
0.20871891	-0.18753049	0.07145483	0.111044995
